Match,Start Time,Team,Last Update,Fanduel,Draftkings,Betrivers,Fanatics,Pinnacle,Mybookie.Ag,Betsson,Nordic Bet,Parions Sport (Fr),1Xbet,Caesars,William Hill,Betus,Tipico,Betonline.Ag,Lowvig.Ag,888Sport,Coolbet,Unibet,Betway,Boylesports,Bovada,Coral,Betmgm,Everygame,Tabtouch,Paddy Power,Livescore Bet,Virgin Bet,Neds,Tab,Ladbrokes,Pointsbet (Au),Betr,Sportsbet,Bet Right,Gtbets,Marathon Bet,Leovegas,Grosvenor,Casumo,Unibet (Fr),Unibet (It),Unibet (Nl),Bet Victor,Betanysports,Playup,Winamax (De),Winamax (Fr),Betclic (Fr),Best Odds,Vigfree Fanduel,Vigfree Draftkings,Vigfree Betrivers,Vigfree Fanatics,Vigfree Pinnacle,Vigfree Mybookie.Ag,Vigfree Betsson,Vigfree Nordic Bet,Vigfree Parions Sport (Fr),Vigfree 1Xbet,Vigfree Caesars,Vigfree William Hill,Vigfree Betus,Vigfree Tipico,Vigfree Betonline.Ag,Vigfree Lowvig.Ag,Vigfree 888Sport,Vigfree Coolbet,Vigfree Unibet,Vigfree Betway,Vigfree Boylesports,Vigfree Bovada,Vigfree Coral,Vigfree Betmgm,Vigfree Everygame,Vigfree Tabtouch,Vigfree Paddy Power,Vigfree Livescore Bet,Vigfree Virgin Bet,Vigfree Neds,Vigfree Tab,Vigfree Ladbrokes,Vigfree Pointsbet (Au),Vigfree Betr,Vigfree Sportsbet,Vigfree Bet Right,Vigfree Gtbets,Vigfree Marathon Bet,Vigfree Leovegas,Vigfree Grosvenor,Vigfree Casumo,Vigfree Unibet (Fr),Vigfree Unibet (It),Vigfree Unibet (Nl),Vigfree Bet Victor,Vigfree Betanysports,Vigfree Playup,Vigfree Winamax (De),Vigfree Winamax (Fr),Vigfree Betclic (Fr),Vigfree Best Odds
South Africa @ Zimbabwe,2025-07-14 07:00:00,Zimbabwe,2025-07-13 23:09:46,4.6,4.1,,,,,4.0,4.0,,,,4.5,,,4.49,,,,4.45,4.0,4.33,,,,,4.45,4.5,4.45,4.45,4.2,4.2,4.2,4.2,4.0,4.7,4.25,4.49,4.3,4.2,4.45,4.45,,,,,,,,,,4.7,0.20689655172413796,0.23220973782771534,,,,,0.23076923076923073,0.23076923076923073,,,,0.21052631578947367,,,0.21366024518388788,,,,0.21238938053097345,0.23076923076923073,0.21699819168173598,,,,,0.21238938053097345,0.21052631578947367,0.21238938053097345,0.21238938053097345,0.2250922509225092,0.2250922509225092,0.2250922509225092,0.22651933701657456,0.23371647509578544,0.20068027210884354,0.22445255474452552,0.21503496503496503,0.21960072595281305,0.21495327102803735,0.21238938053097345,0.21238938053097345,,,,,,,,,,0.20875420875420875
VPS Vaasa @ Ilves Tampere,2025-07-14 11:00:00,Ilves Tampere,2025-07-13 23:10:21,1.5,1.56,1.51,,1.56,,1.55,1.54,1.44,1.55,,,1.57,1.47,,1.53,,1.6,1.53,1.53,1.5,1.56,1.5,1.53,1.5,1.53,1.5,1.52,1.52,1.5,1.5,1.5,1.54,,1.44,1.52,1.53,1.53,1.47,1.53,1.53,1.46,1.53,1.53,1.5,1.53,1.5,,,,1.6,0.6127991395536434,0.6054411070923101,0.6011575711213429,,0.6133747469535188,,0.6157659890927119,0.6172962226640158,0.6105389862244216,0.6133543307086614,,,0.6139796276782578,0.6244677831393699,,0.6100733033814141,,0.601430761369443,0.5994992317760199,0.5986999657885733,0.597752808988764,0.6039509698917054,0.5970149253731343,0.6129214075959531,0.6034482758620688,0.5994992317760199,0.6034482758620688,0.5972596322754421,0.5972596322754421,0.5970149253731343,0.6049822064056939,0.5970149253731343,0.6088825214899712,,0.6067961165048544,0.6023169264347875,0.6132274207968104,0.6194076952588395,0.5983357138421412,0.5994992317760199,0.5994992317760199,0.6072542382901991,0.5994992317760199,0.5994992317760199,0.6086956521739131,0.6100733033814141,0.6002928257686676,,,,0.6106194690265486
VPS Vaasa @ Ilves Tampere,2025-07-14 11:00:00,VPS Vaasa,2025-07-13 23:10:21,5.3,5.25,4.9,,5.47,,5.4,5.4,4.95,5.35,,,5.52,5.5,,5.4,,5.35,4.9,5.0,4.75,5.25,5.0,5.5,5.0,4.9,5.0,4.8,4.8,5.0,5.0,5.0,5.5,,5.0,5.25,5.5,5.5,4.7,4.9,4.9,4.95,4.9,4.9,5.25,5.4,5.0,,,,5.52,0.17343371874159721,0.17990250039314357,0.18525468008025053,,0.1749295439209304,,0.1767476450173525,0.17604373757455266,0.17761134144710447,0.17770078740157483,,,0.17462826366935957,0.1669032074936134,,0.17285410262473397,,0.17986714358712316,0.18719057645251233,0.18320218953130343,0.18876404494382024,0.17945971676782102,0.17910447761194032,0.1705035915676015,0.1810344827586207,0.18719057645251233,0.1810344827586207,0.18913221688722334,0.18913221688722334,0.17910447761194032,0.18149466192170818,0.17910447761194032,0.17048710601719197,,0.1747572815533981,0.17438509108207179,0.1705887188762036,0.17230795886291353,0.18713904241445695,0.18719057645251233,0.18719057645251233,0.1791093308896345,0.18719057645251233,0.18719057645251233,0.17391304347826086,0.17285410262473397,0.1800878477306003,,,,0.1769911504424779
VPS Vaasa @ Ilves Tampere,2025-07-14 11:00:00,Draw,2025-07-13 23:10:21,4.3,4.4,4.25,,4.52,,4.6,4.6,4.15,4.55,,,4.56,4.4,,4.3,,4.4,4.3,4.2,4.2,4.35,4.0,4.33,4.2,4.3,4.2,4.25,4.25,4.0,4.25,4.0,4.25,,4.0,4.1,4.34,4.55,4.1,4.3,4.3,4.15,4.3,4.3,4.2,4.3,4.1,,,,4.6,0.21376714170475933,0.21465639251454632,0.2135877487984065,,0.21169570912555077,,0.20748636588993555,0.20666003976143144,0.211849672328474,0.2089448818897638,,,0.21139210865238264,0.20862900936701675,,0.21707259399385195,,0.21870209504343383,0.21331019177146757,0.21809784468012314,0.21348314606741575,0.21658931334047368,0.22388059701492538,0.21657500083644532,0.21551724137931033,0.21331019177146757,0.21551724137931033,0.2136081508373346,0.2136081508373346,0.22388059701492538,0.21352313167259784,0.22388059701492538,0.22063037249283665,,0.2184466019417476,0.22329798248314073,0.21618386032698614,0.20828434587824712,0.21452524374340187,0.21331019177146757,0.21331019177146757,0.21363643082016642,0.21331019177146757,0.21331019177146757,0.2173913043478261,0.21707259399385195,0.21961932650073207,,,,0.21238938053097348
Georgia Pedone @ Varvara Lepchenko,2025-07-14 11:30:00,Georgia Pedone,2025-07-13 23:10:19,,,,,,,,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,,,,,,,,,,0.34216867469879514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34216867469879514
Georgia Pedone @ Varvara Lepchenko,2025-07-14 11:30:00,Varvara Lepchenko,2025-07-13 23:10:19,,,,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,,,,,,,,,0.6578313253012049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6578313253012049
Ekaterine Gorgodze @ Kathinka Von Deichmann,2025-07-14 13:00:00,Ekaterine Gorgodze,2025-07-13 23:10:19,,,,,,,,,,2.16,,2.1,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,0.43307086614173224,,0.44297082228116713,,,,,0.44297082228116713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4360313315926892
Ekaterine Gorgodze @ Kathinka Von Deichmann,2025-07-14 13:00:00,Kathinka Von Deichmann,2025-07-13 23:10:19,,,,,,,,,,1.65,,1.67,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,,,,,,,,,0.5669291338582677,,0.557029177718833,,,,,0.557029177718833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5639686684073107
Hanne Vandewinkel @ Tamara Zidansek,2025-07-14 13:00:00,Hanne Vandewinkel,2025-07-13 23:10:19,,,,,,,,,,2.4,,2.2,,,,,2.2,,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,0.3893129770992367,,0.42408376963350786,,,,,0.4225721784776903,,,,0.391304347826087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4029850746268657
Hanne Vandewinkel @ Tamara Zidansek,2025-07-14 13:00:00,Tamara Zidansek,2025-07-13 23:10:19,,,,,,,,,,1.53,,1.62,,,,,1.61,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,0.6106870229007634,,0.5759162303664922,,,,,0.5774278215223098,,,,0.6086956521739131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5970149253731344
Mjällby AIF @ IK Sirius,2025-07-14 13:00:00,IK Sirius,2025-07-13 23:09:25,3.6,3.6,3.65,,3.69,,3.61,3.61,3.35,3.62,,3.6,3.67,3.6,3.35,3.35,3.7,3.75,3.5,3.6,3.4,3.6,3.3,3.4,3.6,3.45,3.6,3.4,3.4,3.3,,3.3,3.4,3.5,3.5,3.55,3.52,,3.5,3.45,3.55,3.35,3.55,3.55,3.5,3.35,3.4,3.5,3.35,3.42,3.75,0.25379511975711233,0.2627324171382377,0.2635780034645562,,0.25804030537975237,,0.26409507001484156,0.26409507001484156,0.26353997908250104,0.2621862728359228,,0.25999999999999995,0.25708239566736507,0.2551724137931035,0.27348622972843295,0.27348622972843295,0.256578947368421,0.25575977219777374,0.26531577415599533,0.25999999999999995,0.2657718120805369,0.2607561929595828,0.2724345912462304,0.2730368968779565,0.2600904188681301,0.26588894073728425,0.25379511975711233,0.26647762109135503,0.26647762109135503,0.2724345912462304,,0.2724345912462304,0.2638793694311172,0.25895316804407714,0.25,0.2585034013605442,0.2656034971262042,,0.2660184311733546,0.26588894073728425,0.2661433988887909,0.2662118799557068,0.2661433988887909,0.2661433988887909,0.2601538045368474,0.27348622972843295,0.2657718120805369,0.26622296173044924,0.2670414332800841,0.2662310957299046,0.2590286425902864
Mjällby AIF @ IK Sirius,2025-07-14 13:00:00,Mjällby AIF,2025-07-13 23:09:25,1.83,1.95,1.94,,1.93,,1.95,1.95,1.81,1.95,,1.95,1.9,1.85,1.9,1.9,1.95,1.95,1.87,1.95,1.87,1.92,1.91,1.95,1.91,1.85,1.83,1.83,1.83,1.91,,1.91,1.87,1.88,1.75,1.9,1.93,,1.88,1.85,1.91,1.84,1.91,1.91,1.87,1.9,1.87,1.92,1.86,1.88,1.95,0.49926908804677833,0.4850444624090542,0.4959070683740362,,0.4933516719436716,,0.48891446295055285,0.48891446295055285,0.4877673646002092,0.4867252859825849,,0.48,0.4965749432101208,0.496551724137931,0.4821994050475002,0.4821994050475002,0.48684210526315796,0.49184571576494956,0.496580325960419,0.48,0.48322147651006697,0.48891786179921776,0.4706985084358954,0.4760643330179755,0.49022277901846506,0.4958469435370975,0.49926908804677833,0.49509503372164315,0.49509503372164315,0.4706985084358954,,0.4706985084358954,0.47978067169294025,0.4820936639118457,0.5,0.48299319727891155,0.4844167408726625,,0.4952470793120963,0.4958469435370975,0.49466443248963754,0.48467923796283574,0.49466443248963754,0.49466443248963754,0.48691888549677315,0.4821994050475002,0.48322147651006697,0.4853022739877982,0.480961721230259,0.4843140145724861,0.49813200498132004
Mjällby AIF @ IK Sirius,2025-07-14 13:00:00,Draw,2025-07-13 23:09:25,3.7,3.75,4.0,,3.83,,3.86,3.86,3.55,3.78,,3.6,3.83,3.7,3.75,3.75,3.7,3.8,3.9,3.6,3.6,3.75,3.5,3.7,3.75,3.85,3.7,3.8,3.8,3.5,,3.5,3.5,3.5,3.5,3.55,3.74,,3.9,3.85,3.95,3.58,3.95,3.95,3.6,3.75,3.6,3.75,3.55,3.65,4.0,0.24693579219610928,0.25222312045270817,0.24051492816140752,,0.24860802267657597,,0.2469904670346057,0.2469904670346057,0.24869265631728976,0.2510884411814922,,0.25999999999999995,0.24634266112251424,0.2482758620689655,0.2443143652240668,0.2443143652240668,0.256578947368421,0.2523945120372767,0.2381038998835856,0.25999999999999995,0.25100671140939596,0.2503259452411995,0.2568669003178743,0.2508987701040681,0.24968680211340488,0.23826411572561831,0.24693579219610928,0.23842734518700184,0.23842734518700184,0.2568669003178743,,0.2568669003178743,0.2563399588759424,0.25895316804407714,0.25,0.2585034013605442,0.24997976200113325,,0.23873448951454904,0.23826411572561831,0.23919216862157153,0.24910888208145746,0.23919216862157153,0.23919216862157153,0.25292730996637947,0.2443143652240668,0.25100671140939596,0.24847476428175264,0.25199684548965684,0.24945488969760923,0.2428393524283935
